location,Year,Month,Tmax,Tmin,RH,Wind Speed,Rainfall
simkotha,2018,1,16.08333333,-4.28,42.2,0.1548,0
simkotha,2018,2,18.625,-1.196428571,48.42857143,0.1392857143,0.8
simkotha,2018,3,21.30645161,2.129032258,42.70967742,0.7233333333,25.2
simkotha,2018,4,22.85,6.133333333,49.8,0.7353333333,20.5
simkotha,2018,5,24.48387097,10.11290323,56.41935484,0.6541935484,28.8
simkotha,2018,6,29.03333333,14.21666667,55.76666667,0.7072666667,40.4
simkotha,2018,7,29.67741935,15.77419355,50.87096774,0.6856451613,96.6
simkotha,2018,8,28.69354839,15.33870968,63.96774194,0.3197741935,121.5
simkotha,2018,9,28.21666667,13.26666667,65.53333333,0.3111,40.6
simkotha,2018,10,21.25806452,5.483870968,55.70967742,0.7492580645,4.3
simkotha,2018,11,18.16666667,-0.4333333333,47.7,0.8455666667,0
simkotha,2018,12,14.14516129,-3.677419355,59.67741935,0.6198387097,15.4
simkotha,2019,1,13.16666667,-4.133333333,63.23333333,0.721,2.2
simkotha,2019,2,14.23214286,-1.178571429,64.17857143,0.9407142857,38
simkotha,2019,3,15.69354839,1.387096774,60.77419355,1.568387097,22.7
simkotha,2019,4,20.73333333,6.8,59.96666667,1.390666667,17.1
simkotha,2019,5,22.32258065,10.59677419,60.09677419,1.431935484,45.5
simkotha,2019,6,25.71666667,13.46666667,66.8,1.145333333,49.1
simkotha,2019,7,25.66129032,15.12903226,74.38709677,0.7648387097,130.1
simkotha,2019,8,27.80645161,14.93548387,73.16129032,0.7170967742,61.9
simkotha,2019,9,24,13.31666667,80.06666667,0.6916666667,74.7
simkotha,2019,10,21.96774194,8.112903226,67.4516129,0.8538709677,16
simkotha,2019,11,20.2,2.833333333,64.03333333,0.977,0
simkotha,2019,12,13.48387097,-4.241935484,65.12903226,0.994516129,4.8
simkotha,2020,1,11.90322581,-4.725806452,67.06451613,1.240322581,5.7
simkotha,2020,2,13.29310345,-1.655172414,62.51724138,1.321724138,11.6
simkotha,2020,3,16.98387097,2.596774194,55.70967742,1.227419355,5.8
simkotha,2020,4,19.5,5.3,66.93333333,0.7256666667,23.5
simkotha,2020,5,20.5483871,9.338709677,66.38709677,1.160967742,57.2
simkotha,2020,6,23.43333333,14.23333333,66.3,1.146,120.4
simkotha,2020,7,23.03225806,15.61290323,76,1.003548387,74
simkotha,2020,8,26.22222222,15.05357143,72.57142857,1.020740741,99.6
simkotha,2020,9,23.08333333,14.05,72,1.012666667,78.8
simkotha,2020,10,23.12903226,8.967741935,64.09677419,1.058064516,13.5
simkotha,2020,11,18.95,-1.316666667,53.5,1.081666667,0
simkotha,2020,12,14.12068966,-2.216666667,59.72413793,0.9886206897,0
simkotha,2021,1,12.91935484,-1.451612903,54.61290323,1.206451613,0
simkotha,2021,2,15.07142857,-1.857142857,55.25,1.194642857,1.8
simkotha,2021,3,17.06451613,2.790322581,62,1.477741935,20.3
simkotha,2021,4,19.91666667,4.016666667,53.5,1.743333333,33.4
simkotha,2021,5,21.11290323,10.67741935,59.41935484,1.511290323,28.2
simkotha,2021,6,24.66666667,14.23333333,64.6,1.309333333,117.2
simkotha,2021,7,24.79032258,15.32258065,71.80645161,1.021935484,132.7
simkotha,2021,8,24.61290323,15.14516129,72.41935484,1.313548387,68.9
simkotha,2021,9,24.81666667,12.81666667,69.8,0.88,64.4
simkotha,2021,10,22.88709677,9.435483871,68.74193548,0.9322580645,97.6
simkotha,2021,11,18.13333333,2.016666667,62.7,0.8863333333,0
simkotha,2021,12,14.88709677,-2.677419355,55.58064516,1.010952381,10.6
Chamkhar,2000,1,9.8,-5.6,77,1.46,0
Chamkhar,2000,2,10.1,-3.9,71,1.9,6.4
Chamkhar,2000,3,12.9,0.1,76,1.08,17
Chamkhar,2000,4,15.5,5.4,71,1.15,55.7
Chamkhar,2000,5,18.6,9.6,73,1.65,136.7
Chamkhar,2000,6,20.9,13,76,1.58,110.4
Chamkhar,2000,7,21.4,13.7,80,1.56,121.5
Chamkhar,2000,8,20.3,13.5,83,1.68,154.5
Chamkhar,2000,9,19.8,11.5,79,1.53,60.4
Chamkhar,2000,10,18.6,5.7,73,1.49,21.9
Chamkhar,2000,11,15.3,1.7,70,1.71,2.4
Chamkhar,2000,12,11.5,-4.8,73,1.77,0
Chamkhar,2001,1,10.8,-2.7,74,1.21,0.7
Chamkhar,2001,2,11.7,-0.1,71,1.55,9.1
Chamkhar,2001,3,14.8,0.8,76,1.44,29.4
Chamkhar,2001,4,16.1,4.3,72,1.27,70
Chamkhar,2001,5,18.9,8.4,78,1.07,102.8
Chamkhar,2001,6,22.5,12.3,73,1.18,118.7
Chamkhar,2001,7,23,13.7,75,1.8,115.8
Chamkhar,2001,8,21.5,13.9,82,1.37,120.6
Chamkhar,2001,9,20.9,11.9,76,1.11,85.3
Chamkhar,2001,10,17.5,5.8,74,1.48,74.7
Chamkhar,2001,11,13.8,0.1,68,1.83,4.6
Chamkhar,2001,12,11.6,-2.5,75,1.87,0
Chamkhar,2002,1,11.1,-6.6,67,1.54,0.4
Chamkhar,2002,2,14.2,-1.4,74,2.01,0.3
Chamkhar,2002,3,15.7,1.9,66,2.32,29.8
Chamkhar,2002,4,18,5.1,77,1.6,40.1
Chamkhar,2002,5,19.4,9.2,71,1.56,100.4
Chamkhar,2002,6,21,14.1,78,1.85,108.6
Chamkhar,2002,7,21.6,16.3,85,1.32,158.4
Chamkhar,2002,8,21.7,16.3,82,1.78,178.4
Chamkhar,2002,9,20.9,14.8,76,1.31,56.7
Chamkhar,2002,10,17.6,7.4,73,2.04,31.6
Chamkhar,2002,11,14.4,2.3,68,1.91,18.5
Chamkhar,2002,12,11,-2.8,75,1.35,0
Chamkhar,2003,1,10.1,-5.2,79,1.53,0
Chamkhar,2003,2,10.9,-1.4,70,1.78,22
Chamkhar,2003,3,13.6,2.2,65,1.88,16.1
Chamkhar,2003,4,16.6,7.5,71,1.49,62.4
Chamkhar,2003,5,20.6,9.7,70,1.88,42
Chamkhar,2003,6,22.6,13.3,76,1.06,121.1
Chamkhar,2003,7,22.4,14,79,1.76,100.5
Chamkhar,2003,8,21.9,14.5,79,1.65,38.1
Chamkhar,2003,9,20.5,12.8,74,1.55,179
Chamkhar,2003,10,17.5,6.9,67,1.6,9.1
Chamkhar,2003,11,15.3,3.7,62,1.47,0
Chamkhar,2003,12,12.4,-2.6,64,1.49,7.2
Chamkhar,2004,1,10.5,-2.6,60,1.65,25.5
Chamkhar,2004,2,12.1,-2.5,70,2.09,0
Chamkhar,2004,3,17.4,3.9,71,1.68,7
Chamkhar,2004,4,17.2,7,71,1.56,130.4
Chamkhar,2004,5,19.9,10.7,71,1.79,85.6
Chamkhar,2004,6,21.3,13.6,70,1.57,156.6
Chamkhar,2004,7,20.9,14,77,1.49,137.5
Chamkhar,2004,8,21.6,15,81,1.56,117.5
Chamkhar,2004,9,20.6,12.6,76,1.65,63.1
Chamkhar,2004,10,17.2,7.4,77,1.35,190.8
Chamkhar,2004,11,13.6,0.3,73,1.35,0
Chamkhar,2004,12,12.1,-2.9,75,1.55,0
Chamkhar,2005,1,9.4,-3.2,77,1.56,0
Chamkhar,2005,2,12.2,-1.1,72,1.75,10.3
Chamkhar,2005,3,14.5,4,72,1.36,41.2
Chamkhar,2005,4,16.9,6.9,67,1.34,66.8
Chamkhar,2005,5,17.5,8.6,72,1.33,71.2
Chamkhar,2005,6,22.1,12.8,71,1.39,38.5
Chamkhar,2005,7,22.5,14.2,74,1.4,96.8
Chamkhar,2005,8,22.8,14.5,76,1.16,93.9
Chamkhar,2005,9,22.3,11.9,71,1.17,82.7
Chamkhar,2005,10,17.9,7.5,74,1.09,147.7
Chamkhar,2005,11,15,0.4,67,1.25,0
Chamkhar,2005,12,13.8,-6.1,78,1.1,0
Chamkhar,2006,1,13.7,-4.9,63,1.29,
Chamkhar,2006,2,15.1,1.3,73,1.4,0
Chamkhar,2006,3,15.6,2.1,73,1.33,5.5
Chamkhar,2006,4,18.3,4.2,71,1.26,43.2
Chamkhar,2006,5,19.9,9.5,71,1.09,107.5
Chamkhar,2006,6,21.2,13.9,73,1.19,86.9
Chamkhar,2006,7,23.4,14.3,78,1.14,78.3
Chamkhar,2006,8,23,13.1,75,1.31,168.2
Chamkhar,2006,9,20.9,11.9,72,1,192.9
Chamkhar,2006,10,19,5.3,71,1.35,57.8
Chamkhar,2006,11,15.2,2.2,72,1.09,18.1
Chamkhar,2006,12,13.2,-1.1,70,1.28,21.7
Chamkhar,2007,1,10.6,0.7,72,1.39,0
Chamkhar,2007,2,11.1,-0.3,71,1.5,2
Chamkhar,2007,3,15.3,1.6,63,1.78,31
Chamkhar,2007,4,18.4,4.9,67,1.43,23.1
Chamkhar,2007,5,21.2,9.6,63,1.48,67.5
Chamkhar,2007,6,21.6,12.2,71,1.58,44.6
Chamkhar,2007,7,21.9,13.9,76,1.23,114.6
Chamkhar,2007,8,23.2,13.9,72,1.26,177.2
Chamkhar,2007,9,20.3,11.9,76,1.19,123.9
Chamkhar,2007,10,19.1,9.2,71,1.26,107.3
Chamkhar,2007,11,15.1,1.8,67,1.19,46.9
Chamkhar,2007,12,12.8,-2,67,1.46,0
Chamkhar,2008,1,10.9,-3,72,1.63,0
Chamkhar,2008,2,10.8,-2.6,72,1.47,30.2
Chamkhar,2008,3,15.3,2.7,70,1.45,4
Chamkhar,2008,4,16.7,6.7,69,1.22,23.3
Chamkhar,2008,5,19.2,10.4,66,1.11,54.7
Chamkhar,2008,6,21.6,11.8,70,1.58,60.7
Chamkhar,2008,7,22.7,14.9,74,1.16,114.6
Chamkhar,2008,8,22.1,14.5,76,0.79,149.3
Chamkhar,2008,9,22.6,12.2,71,0.93,212.2
Chamkhar,2008,10,19.8,6.6,72,1.01,70.6
Chamkhar,2008,11,16.5,-1.7,63,1.25,90.9
Chamkhar,2008,12,13.6,-0.5,76,1.33,2.2
Chamkhar,2009,1,12.5,-0.5,67,1.52,0
Chamkhar,2009,2,14.1,0,70,1.59,21
Chamkhar,2009,3,15.4,1.2,63,1.33,42.5
Chamkhar,2009,4,18.5,6.9,64,1.55,55.4
Chamkhar,2009,5,19.8,8,64,1.38,173.8
Chamkhar,2009,6,22.7,12.6,65,1.49,39.8
Chamkhar,2009,7,23.9,14.3,73,1.51,119.8
Chamkhar,2009,8,23,13.5,76,1.1,151.9
Chamkhar,2009,9,23,11.8,73,1.03,42.6
Chamkhar,2009,10,19.2,6.6,67,1.08,63.9
Chamkhar,2009,11,15.4,2.5,68,1.19,0.6
Chamkhar,2009,12,12.2,-0.4,71,1.06,0.4
Chamkhar,2010,1,14,-6.209677419,77.19354839,1.096774194,0
Chamkhar,2010,2,13.55357143,-1.428571429,70.89285714,1.171428571,2.4
Chamkhar,2010,3,16.82258065,3.290322581,70.87096774,1.029032258,52.5
Chamkhar,2010,4,19.31034483,6.810344828,73,0.9133333333,103.4
Chamkhar,2010,5,20.01666667,9.65,69.09677419,0.6546666667,111.1
Chamkhar,2010,6,21.61666667,12.74137931,70.65517241,1.06627957,140.6
Chamkhar,2010,7,22.8483871,14.48387097,36,0.9896551724,209.5
Chamkhar,2010,8,22.68333333,14.53225806,76.48387097,0.964516129,84
Chamkhar,2010,9,21.6,12.5,74.66666667,0.9,88.3
Chamkhar,2010,10,18.90322581,10.56666667,75,0.6689655172,49.6
Chamkhar,2010,11,15.45,4.183333333,74.33333333,0.6344827586,0.1
Chamkhar,2010,12,10,-4.629032258,71.5483871,0.5709677419,0
Chamkhar,2011,1,10.23333333,-4.435483871,77.12903226,1.188387097,2.3
Chamkhar,2011,2,14.35714286,-2.125,73.60714286,0.8689285714,19.7
Chamkhar,2011,3,16.16129032,0.9129032258,61.61290323,0.8380645161,19.5
Chamkhar,2011,4,17.96666667,4.2,67.3,0.6843333333,40.8
Chamkhar,2011,5,20.61290323,9.209677419,65.4516129,0.7661290323,83.5
Chamkhar,2011,6,22.11666667,12.38333333,71.36666667,0.7353333333,114.3
Chamkhar,2011,7,22.25806452,14.16129032,76.25806452,1.008709677,148.3
Chamkhar,2011,8,23.56451613,13.37096774,74.06451613,0.7361290323,165.3
Chamkhar,2011,9,22.73333333,12.13333333,71.33333333,0.457,74.7
Chamkhar,2011,10,19.84193548,6.419354839,67.61290323,0.5229032258,10.4
Chamkhar,2011,11,14.46666667,0.06666666667,65.56666667,0.4873333333,8.5
Chamkhar,2011,12,12.04193548,-3.161290323,76.32258065,0.895483871,0.5
Chamkhar,2012,1,9.758064516,-4.032258065,71.61290323,1.135483871,9.1
Chamkhar,2012,2,13.60344828,-0.6034482759,66.62068966,1.234482759,22.6
Chamkhar,2012,3,15.0483871,1.341935484,64.74193548,0.8235483871,26.5
Chamkhar,2012,4,17.83333333,5.533333333,72.8,0.9466666667,58.9
Chamkhar,2012,5,21.19354839,8.096774194,69.03225806,0.935483871,45.3
Chamkhar,2012,6,22.23333333,13.76666667,72.93333333,0.6933333333,68.8
Chamkhar,2012,7,23.33870968,14.67741935,77.06451613,0.6285714286,153.9
Chamkhar,2012,8,23.67741935,14.14516129,74.16129032,0.5703703704,81.8
Chamkhar,2012,9,22.45,12.65,79.53333333,0.5318181818,114.7
Chamkhar,2012,10,19.25806452,5.080645161,66.09677419,0.85,5.6
Chamkhar,2012,11,16.25,-2.75,58.86666667,1.176666667,0
Chamkhar,2012,12,13.12903226,-3.548387097,72.96774194,1.238709677,0
Chamkhar,2013,1,11.9516129,-6.564516129,71.80645161,1.332258065,0.7
Chamkhar,2013,2,15.27857143,-2.232142857,69.89285714,1.171428571,34.7
Chamkhar,2013,3,16.43333333,2.233333333,70.03333333,1.22,55.8
Chamkhar,2013,4,17.11666667,6.233333333,71.36666667,1.08,54.8
Chamkhar,2013,5,19.80645161,9.064516129,71.5483871,1.189032258,175.7
Chamkhar,2013,6,23.11666667,13.25,68.66666667,1.213333333,50.6
Chamkhar,2013,7,22.98387097,14.32258065,73.4516129,1.061290323,175.6
Chamkhar,2013,8,23.72580645,12.9516129,72.70967742,0.8129032258,144
Chamkhar,2013,9,22.3,12.16666667,73.73333333,0.7633333333,51.1
Chamkhar,2013,10,19.14516129,6.870967742,74.25806452,0.875862069,84.2
Chamkhar,2013,11,16.68333333,-1.616666667,63.03333333,1.176666667,2.6
Chamkhar,2013,12,12.56451613,-1.806451613,65.38709677,1.261290323,0
Chamkhar,2014,1,13.06451613,-4.596774194,72.29032258,1.277419355,0
Chamkhar,2014,2,13.08928571,-2.410714286,71.03571429,1.678571429,2.2
Chamkhar,2014,2,13.08928571,-2.410714286,71.03571429,1.678571429,22.2
Chamkhar,2014,4,17.98333333,5.55,66.63333333,1.163333333,54.8
Chamkhar,2014,5,19.91935484,10.53225806,68.16129032,1.158064516,103.9
Chamkhar,2014,6,22.66666667,13.95,70.56666667,1.11,114.3
Chamkhar,2014,7,23.53225806,14.82258065,74.74193548,0.9612903226,136.7
Chamkhar,2014,8,22.87096774,14.59677419,78.09677419,0.8064516129,145.9
Chamkhar,2014,9,22.86666667,12.53333333,74.4,0.68,80.9
Chamkhar,2014,10,20.22580645,5.661290323,69.25806452,0.9161290323,10.8
Chamkhar,2014,11,15.9,4.333333333,70.8,1.09,4.7
Chamkhar,2014,12,13.56451613,-1.5,72.87096774,1.1,1
Chamkhar,2015,1,12.93548387,-5.516129032,70.25806452,1.05483871,9.5
Chamkhar,2015,2,14.07142857,-0.8035714286,63.57142857,1.453571429,6
Chamkhar,2015,3,17.22580645,3.451612903,67.22580645,1.4,36.7
Chamkhar,2015,4,16.63793103,5.672413793,72.20689655,1.165517241,94.1
Chamkhar,2015,5,19.41935484,10.62903226,69.87096774,1.206451613,75.4
Chamkhar,2015,6,22.36666667,13.88333333,74.16666667,1.3,101.5
Chamkhar,2015,7,22.96774194,14,77.06451613,0.8064516129,151.4
Chamkhar,2015,8,22.03225806,14.48387097,78.09677419,0.635483871,129.5
Chamkhar,2015,9,22,13.86666667,75.66666667,0.6033333333,73
Chamkhar,2015,10,19.83333333,8.333333333,75.13333333,0.76,22.8
Chamkhar,2015,11,16.4,2.9,73.13333333,0.89,3.2
Chamkhar,2015,12,11.98387097,-1.548387097,71.77419355,1.161290323,2.4
Chamkhar,2016,1,11.29032258,-2.516129032,73.64516129,1.013548387,10.5
Chamkhar,2016,2,13.81034483,2.224137931,71.4137931,1.534482759,6.6
Chamkhar,2016,3,16.0483871,4.048387097,70.58064516,1.161290323,35.7
Chamkhar,2016,4,18.7,8,74.7,1.126666667,65.3
Chamkhar,2016,5,18.64516129,9.612903226,75,0.9806451613,95.1
Chamkhar,2016,6,22.46666667,14.23333333,71.2,1.263333333,48.4
Chamkhar,2016,7,22.27419355,15.10645161,78.12903226,0.8322580645,182.2
Chamkhar,2016,8,24.03225806,14.01612903,73.29032258,0.7548387097,95.7
Chamkhar,2016,9,21.3,13.80666667,78,1.386666667,113.4
Chamkhar,2016,10,19.59677419,8.14516129,76.77419355,0.6064516129,86.9
Chamkhar,2016,11,17.16666667,-0.25,68.83333333,0.9133333333,0.3
Chamkhar,2016,12,14.48387097,-2.967741935,78.64516129,0.8419354839,0
Chamkhar,2017,1,12.5483871,-4.403225806,83.09677419,1.067741935,5.4
Chamkhar,2017,2,14.23214286,0.25,73.35714286,1.28225,4.1
Chamkhar,2017,3,14.24193548,2.580645161,70.22580645,1.24016129,62.4
Chamkhar,2017,4,18.18333333,7.05,68.16666667,1.276,43
Chamkhar,2017,5,19.96774194,10.46774194,70.5483871,1.038709677,96.1
Chamkhar,2017,6,21.81666667,13.35,69,1.03,97.1
Chamkhar,2017,7,22.80645161,14.88709677,77.25806452,0.7870967742,131.2
Chamkhar,2017,8,22.83870968,15.12903226,77.83870968,0.7483870968,139.9
Chamkhar,2017,9,21.98333333,13.91666667,77.23333333,0.6466666667,123.5
Chamkhar,2017,10,19.85483871,9.338709677,73.67741935,0.6612903226,55.1
Chamkhar,2017,11,16.1,0.3833333333,73.76666667,0.7966666667,8
Chamkhar,2017,12,14.85483871,-1.709677419,74.09677419,0.9677419355,0
Chamkhar,2018,1,11.53225806,-2.338709677,76.25806452,1.299677419,0
Chamkhar,2018,2,13.32142857,0.7142857143,75.92857143,1.260714286,0.6
Chamkhar,2018,3,15.51666667,3.733333333,72.1,0.8373333333,49.1
Chamkhar,2018,4,16.9,6.433333333,70.8,0.7036666667,64
Chamkhar,2018,5,19.08064516,9.661290323,72.32258065,0.7987096774,84.3
Chamkhar,2018,6,22.41666667,13.1,72.8,1.0751,58.7
Chamkhar,2018,7,23.4516129,14.74193548,72.51612903,1.064387097,71.2
Chamkhar,2018,8,23.17741935,14.43548387,78,0.7439354839,129.7
Chamkhar,2018,9,22.55,12.73333333,72.73333333,1.0017,39
Chamkhar,2018,10,19,4.967741935,64.51612903,0.9641290323,8.7
Chamkhar,2018,11,16.6,-0.5666666667,66.7,1.0089,2.1
Chamkhar,2018,12,12.83333333,-3.466666667,78,0.886,23.8
Chamkhar,2019,1,12.16129032,-5.451612903,81.19354839,0.9125806452,1.4
Chamkhar,2019,2,12.85714286,-0.2321428571,78.60714286,1.194285714,15.8
Chamkhar,2019,3,15.20967742,2.564516129,70.12903226,1.336774194,25.7
Chamkhar,2019,4,18.66666667,6.45,71.56666667,1.115666667,46.2
Chamkhar,2019,5,19.53225806,10.53225806,72.32258065,1.118387097,101.8
Chamkhar,2019,6,22.8,12.36666667,70.26666667,1.218333333,35.6
Chamkhar,2019,7,21.75806452,13.93548387,79.12903226,0.9696774194,191.8
Chamkhar,2019,8,24.01612903,14.48387097,74.09677419,0.8067741935,106.8
Chamkhar,2019,9,20.91666667,13.23333333,80,0.9863333333,74.6
Chamkhar,2019,10,18.29032258,8.306451613,73.51612903,0.8783870968,18.5
Chamkhar,2019,11,16.8,4.85,71.93333333,1.107,0
Chamkhar,2019,12,11.96774194,-3.209677419,72.32258065,0.8970967742,0.5
Chamkhar,2020,1,10.64516129,-3.483870968,76.74193548,1.089354839,0.9
Chamkhar,2020,2,12.68965517,-0.6379310345,75.96551724,1.184827586,9.2
Chamkhar,2020,3,15.11666667,3.333333333,68.66666667,1.248333333,15.5
Chamkhar,2020,4,16.4,6.283333333,72.5,0.866,68.1
Chamkhar,2020,5,18.32258065,9.274193548,72.09677419,0.9541935484,162.6
Chamkhar,2020,6,20.95,13.9,72.6,1.048333333,69.6
Chamkhar,2020,7,20.75806452,15.25806452,81.25806452,0.7280645161,129.8
Chamkhar,2020,8,23.03225806,14.61290323,74.38709677,0.7961290323,106.4
Chamkhar,2020,9,21.63333333,13.86666667,76.93333333,0.665,70.4
Chamkhar,2020,10,21.22580645,8.887096774,72.87096774,0.5948387097,19.4
Chamkhar,2020,11,16.91666667,-0.15,67.86666667,0.732,0.1
Chamkhar,2020,12,13.25806452,-1.209677419,71.83870968,0.9538709677,0.8
Chamkhar,2021,1,12.74193548,-0.5,73.29032258,1.049032258,0.4
Chamkhar,2021,2,14.875,-0.6071428571,73.46428571,0.9375,0.4
Chamkhar,2021,3,16.24193548,4.290322581,74.38709677,0.8025806452,42.7
Chamkhar,2021,4,18.8,4.45,66.13333333,0.7983333333,36.2
Chamkhar,2021,5,19.11290323,10.27419355,71,0.8883870968,90.2
Chamkhar,2021,6,22.85,13.95,67,1.017333333,56.1
Chamkhar,2021,7,22.08064516,15.03225806,78.61290323,0.6041935484,188.6
Chamkhar,2021,8,21.77419355,14.4516129,79,0.6677419355,96.2
Chamkhar,2021,9,21.81666667,12.01666667,71.93333333,0.5616666667,74.7
Chamkhar,2021,10,19.93548387,9.338709677,73.96774194,0.554516129,73.7
Chamkhar,2021,11,15.45,3.65,76.03333333,0.7803333333,0.3
Chamkhar,2021,12,12.70967742,-1.048387097,76.67741935,0.6303225806,11.2
Deothang,2000,1,20.6,9.5,67,1.44,52.1
Deothang,2000,2,21.2,9.6,67,1.61,14.5
Deothang,2000,3,23.9,13.7,70,1.45,71.4
Deothang,2000,4,25.8,17.3,86,1.44,144.1
Deothang,2000,5,27,19.7,94,1.14,340.6
Deothang,2000,6,27.8,21.2,92,1.1,1101
Deothang,2000,7,28.5,21.7,91,1.03,818.9
Deothang,2000,8,27.7,21.3,92,0.95,1051.9
Deothang,2000,9,26.7,19.8,89,0.87,304.1
Deothang,2000,10,28.8,17.6,77,1.29,28.8
Deothang,2000,11,24.8,13.9,75,1.18,39.2
Deothang,2000,12,23,10.2,56,1.45,0.9
Deothang,2001,1,20.7,9.1,65,1.4,5.1
Deothang,2001,2,23.1,11.3,68,1.4,57.5
Deothang,2001,3,26.9,14.5,60,1.64,12.8
Deothang,2001,4,27.2,16.9,77,1.38,340.4
Deothang,2001,5,27.7,19,86,1.19,597.1
Deothang,2001,6,29.5,21.4,85,1,317.2
Deothang,2001,7,29.4,21.2,90,0.9,620.7
Deothang,2001,8,29.7,21.2,90,0.93,544.8
Deothang,2001,9,28.6,20.1,91,0.93,435.9
Deothang,2001,10,28,18.1,79,1.09,114.3
Deothang,2001,11,26.1,14.7,73,1.17,49.8
Deothang,2001,12,24.2,11.1,60,1.45,0
Deothang,2002,1,21.8,10.1,64,1.3,2.9
Deothang,2002,2,24.8,12,61,1.41,16
Deothang,2002,3,26.3,14.5,65,1.27,135.03
Deothang,2002,4,25.9,15.9,76,1.16,160.1
Deothang,2002,5,28.5,18.1,81,1.06,278.9
Deothang,2002,6,28.6,20.3,93,0.81,495.02
Deothang,2002,7,28.1,20.5,95,0.76,1893.7
Deothang,2002,8,29.6,20.4,91,0.88,381.9
Deothang,2002,9,29.9,19.5,83,1.02,357.6
Deothang,2002,10,30,16.7,76,1.17,46.7
Deothang,2002,11,27.3,14.1,66,1.18,26.2
Deothang,2002,12,23.1,11.4,76,1.07,58.8
Deothang,2003,1,22,8.9,66,1.25,6.4
Deothang,2003,2,22.3,10.7,73,1.2,100.4
Deothang,2003,3,24.3,12.9,75,1.22,116
Deothang,2003,4,26.2,16.3,84,1.07,376.5
Deothang,2003,5,28.7,17.8,83,1.02,324.6
Deothang,2003,6,29.1,20.3,92,0.78,1102.5
Deothang,2003,7,30.1,20.6,96,0.54,764.9
Deothang,2003,8,31.1,21.2,87,0.68,210.6
Deothang,2003,9,30.8,20.2,86,0.72,562.3
Deothang,2003,10,27.5,17.6,84,0.82,257
Deothang,2003,11,26,14.2,75,0.97,4.6
Deothang,2003,12,24.2,11.1,67,1.18,17.2
Deothang,2004,1,22.6,9.5,66,1.06,12.1
Deothang,2004,2,24.5,10.7,67,1.1,43.3
Deothang,2004,3,26.7,15.8,75,1.4,186.8
Deothang,2004,4,25.3,15.9,83,0.98,425.2
Deothang,2004,5,28.7,18.4,83,1.05,598.4
Deothang,2004,6,28.8,19.8,90,0.74,881.7
Deothang,2004,7,27.6,20,94,0.74,1565.2
Deothang,2004,8,31.4,20.9,85,1.09,323.5
Deothang,2004,9,29,19.6,85,0.82,457.5
Deothang,2004,10,27.6,16.7,78,0.97,153.3
Deothang,2004,11,28.3,13.3,64,1.24,0
Deothang,2004,12,25,10.4,63,1.02,17.6
Deothang,2005,1,22.6,9,73,1.15,20
Deothang,2005,2,25,11.5,74,1.29,41.6
Deothang,2005,3,25.9,14.3,83,1.06,129.9
Deothang,2005,4,26,15.8,82,1.11,708.2
Deothang,2005,5,27.8,17.4,85,0.87,414.4
Deothang,2005,6,31,20.2,87,0.94,592
Deothang,2005,7,28.7,20.7,91,0.8,987.9
Deothang,2005,8,27.8,21.2,90,0.64,874.5
Deothang,2005,9,29.8,20.6,78,0.85,703.9
Deothang,2005,10,27.2,15.9,63,1.37,223.5
Deothang,2005,11,24.7,13.5,63,1.18,3.2
Deothang,2005,12,23.1,11.3,59,1.31,0
Deothang,2006,1,19.5,9.6,59,2.04,14.89
Deothang,2006,2,23.4,14.3,66,3.7,80.2
Deothang,2006,3,24.6,14.5,57,1.31,10.8
Deothang,2006,4,24.3,13.6,67,1.23,220.9
Deothang,2006,5,26.6,18,76,1.02,427.3
Deothang,2006,6,27,20.3,85,0.72,571.2
Deothang,2006,7,29.9,21.4,85,0.74,469.8
Deothang,2006,8,30.2,21.1,81,0.84,154.4
Deothang,2006,9,27.9,19.9,83,0.78,715
Deothang,2006,10,28.5,17.2,70,0.97,17.4
Deothang,2006,11,24.3,13.4,63,1.08,25.8
Deothang,2006,12,22.3,11.2,60,0.96,1.4
Deothang,2007,1,19,9.6,59,0.95,3.4
Deothang,2007,2,17.1,10.1,72,0.91,86.4
Deothang,2007,3,25,13.9,62,1.1,54.6
Deothang,2007,4,25.4,16.5,76,0.88,357
Deothang,2007,5,27.8,19.6,79,0.88,577.6
Deothang,2007,6,27.4,20.1,86,0.41,647.8
Deothang,2007,7,28,21.1,87,0.48,1319.1
Deothang,2007,8,28.9,21.1,85,0.41,400.8
Deothang,2007,9,28.1,19.8,80,0.57,291.8
Deothang,2007,10,27.6,17.6,76,0.8,401.1
Deothang,2007,11,27.9,15.1,61,1.05,11.2
Deothang,2007,12,20.8,12,57,0.97,0
Deothang,2008,1,18.5,11,59,0.86,44.8
Deothang,2008,2,18.7,11,59,1,8.9
Deothang,2008,3,21.3,16.1,67,0.78,171.9
Deothang,2008,4,22.2,18.5,76,0.98,466.2
Deothang,2008,5,24.5,20,82,0.77,225.9
Deothang,2008,6,25.1,21.4,90,0.59,587.7
Deothang,2008,7,26.5,21.7,90,0.6,805.8
Deothang,2008,8,26.9,21.6,90,0.67,1071.1
Deothang,2008,9,27.6,20.9,84,0.68,388.1
Deothang,2008,10,26,18.4,69,0.78,86
Deothang,2008,11,22.5,14,57,0.32,7.4
Deothang,2008,12,21.5,12.7,65,0.35,0
Deothang,2009,1,20.7,11.7,67,0.18,37.1
Deothang,2009,2,22.1,13.4,59,0.16,5.8
Deothang,2009,3,23.7,16.3,51,0.41,26.4
Deothang,2009,4,24.3,17.5,77,0.24,216.9
