location,Year,Month,Tmax,Tmin,RH,Wind Speed,Rainfall
Kanglung,2000,3,17.3,6.2,66,0.93,20.5
Kanglung,2000,4,21.3,10.9,68,1.11,68
Kanglung,2000,5,23.6,14.1,75,0.76,93.9
Kanglung,2000,6,24.3,16.7,84,0.78,297.2
Kanglung,2000,7,24.2,17,86,0.66,284.3
Kanglung,2000,8,24,16.9,87,0.58,364.1
Kanglung,2000,9,23.8,15.7,82,0.7,117.2
Kanglung,2000,10,22.5,11.5,69,0.86,8.2
Kanglung,2000,11,17.5,7.7,73,0.71,1
Kanglung,2000,12,15.3,3.1,63,0.87,2.8
Kanglung,2001,1,12.8,2.7,66,0.9,0.7
Kanglung,2001,2,15.7,4.8,66,1.07,17.1
Kanglung,2001,3,19,7,58,1.39,42.3
Kanglung,2001,4,21.5,10.3,64,1.38,99.5
Kanglung,2001,5,22.3,13.3,80,1.02,219.1
Kanglung,2001,6,24.2,16.5,82,0.99,141.7
Kanglung,2001,7,25.2,17.3,82,0.84,203.8
Kanglung,2001,8,25.3,17,85,0.67,172.1
Kanglung,2001,9,24.2,16,84,0.69,81.6
Kanglung,2001,10,22.1,11.8,80,0.82,27.7
Kanglung,2001,11,18.9,7.9,75,0.79,2.5
Kanglung,2001,12,15.4,3.8,69,0.85,5
Kanglung,2002,1,14.2,2.3,65,0.95,3.1
Kanglung,2002,2,17.1,5.1,66,1.11,3.7
Kanglung,2002,3,19.1,7.6,68,1.39,39.2
Kanglung,2002,4,20.1,10,69,1.26,140.9
Kanglung,2002,5,22.7,12.9,69,1.08,155.4
Kanglung,2002,6,23.4,16.1,80,0.86,185.2
Kanglung,2002,7,23.7,17.2,87,0.64,366.4
Kanglung,2002,8,24,16.5,86,0.69,263.1
Kanglung,2002,9,23.6,14.9,82,0.71,131.3
Kanglung,2002,10,21.7,10.5,77,0.97,23.2
Kanglung,2002,11,18.9,7.2,76,0.91,18.6
Kanglung,2002,12,14.5,4.5,79,0.78,16
Kanglung,2003,1,14.3,2.5,70,0.9,7
Kanglung,2003,2,14.4,3.5,68,1.07,33.6
Kanglung,2003,3,17.3,6.7,70,1.1,71.2
Kanglung,2003,4,21.1,10.8,74,1.13,134.4
Kanglung,2003,5,22.4,12.4,81,1.13,68.1
Kanglung,2003,6,23.6,16.2,86,0.92,293.8
Kanglung,2003,7,24.1,16.9,90,0.82,221
Kanglung,2003,8,25.3,17.2,88,0.85,103.7
Kanglung,2003,9,24.7,16.1,81,0.78,43.3
Kanglung,2003,10,21.7,12.3,80,0.73,125.8
Kanglung,2003,11,17.7,7.7,77,0.68,0.6
Kanglung,2003,12,14.9,4.3,70,0.73,15.8
Kanglung,2004,1,13.7,2.9,62,0.85,13.5
Kanglung,2004,2,16,4,55,1.09,2
Kanglung,2004,3,20.3,9.2,61,1.22,23
Kanglung,2004,4,20.1,10.6,79,0.99,185.9
Kanglung,2004,5,22,13.6,78,0.88,129.4
Kanglung,2004,6,23.8,16,81,0.87,214.9
Kanglung,2004,7,23,16.4,88,0.71,516
Kanglung,2004,8,25.5,16.7,83,0.86,91.3
Kanglung,2004,9,23.9,15.6,80,0.68,107.2
Kanglung,2004,10,20.9,10.7,75,0.9,202.4
Kanglung,2004,11,18.1,5.9,71,0.92,1.6
Kanglung,2004,12,15.4,3.8,71,0.81,0
Kanglung,2005,1,13.4,2.3,73,0.78,15.9
Kanglung,2005,2,15.1,4.6,74,0.98,22.2
Kanglung,2005,3,18.4,8.5,73,1.13,63.3
Kanglung,2005,4,20.7,10.7,70,1.18,191.6
Kanglung,2005,5,22,12.5,77,0.95,115.5
Kanglung,2005,6,24.6,16.3,81,0.72,63
Kanglung,2005,7,24.4,17,86,0.72,279
Kanglung,2005,8,25.1,17.4,87,0.73,205.8
Kanglung,2005,9,24.7,15.8,84,0.67,141.6
Kanglung,2005,10,20.7,11,81,0.72,216.9
Kanglung,2005,11,18.1,6.7,80,0.67,4.6
Kanglung,2005,12,16.6,3.2,70,0.75,0
Kanglung,2006,1,15.4,3.5,79,0.7,0
Kanglung,2006,2,18,7.1,78,0.98,4
Kanglung,2006,3,19,7.1,77,1.08,14.8
Kanglung,2006,4,20.7,9.8,80,1.08,140.8
Kanglung,2006,5,23.7,13.5,86,0.93,146.2
Kanglung,2006,6,23.4,16.1,87,0.77,123
Kanglung,2006,7,25.2,17.2,87,0.75,220.2
Kanglung,2006,8,25.8,16.2,87,0.76,190.8
Kanglung,2006,9,23,14.9,88,0.59,109.6
Kanglung,2006,10,22.1,10.3,79,0.83,41.2
Kanglung,2006,11,17.2,7,78,0.7,19.4
Kanglung,2006,12,14.7,4.5,76,0.64,7.8
Kanglung,2007,1,13.1,2.9,78,0.68,7
Kanglung,2007,2,13,3.4,84,0.8,108.8
Kanglung,2007,3,18.5,6.9,78,1.17,48.2
Kanglung,2007,4,20.2,10.9,76,1.72,52.8
Kanglung,2007,5,24.3,14.2,78,1.35,97.8
Kanglung,2007,6,23.2,15.1,84,1.88,212.4
Kanglung,2007,7,23,15.9,90,1.87,306.2
Kanglung,2007,8,24.5,15.9,87,1.73,214.2
Kanglung,2007,9,23.5,14.7,83,1.69,191
Kanglung,2007,10,22.6,12.2,77,1.89,128.4
Kanglung,2007,11,19.6,8,77,2.48,12.8
Kanglung,2007,12,15.8,4.7,73,2.11,0
Kanglung,2008,1,13.8,3.3,76,2.09,25.4
Kanglung,2008,2,14.9,3,73,2.27,19.6
Kanglung,2008,3,20,7.8,76,2.57,100.2
Kanglung,2008,4,21.6,10.6,70,2.43,99.8
Kanglung,2008,5,24.2,12.7,81,2.01,70.2
Kanglung,2008,6,24.2,15.1,84,1.55,160.8
Kanglung,2008,7,24.9,15.8,85,1.52,158.6
Kanglung,2008,8,23.6,15.4,89,1.37,252.4
Kanglung,2008,9,23.9,14.6,86,1.45,116
Kanglung,2008,10,22.2,11,71,1.17,168.1
Kanglung,2008,11,19.8,7.7,65,1.07,0
Kanglung,2008,12,16.6,6.4,71,1.4,1
Kanglung,2009,1,15.4,5.2,69,1.42,2
Kanglung,2009,2,17.5,6.1,71,1.97,54.2
Kanglung,2009,3,20.9,8,67,2.41,44.6
Kanglung,2009,4,22.3,11,73,1.96,106.8
Kanglung,2009,5,23.3,12.7,77,1.72,151.4
Kanglung,2009,6,25.8,15.3,81,1.13,90.2
Kanglung,2009,7,25.1,16.3,87,1.02,223.8
Kanglung,2009,8,24.6,16,82,0.9,201
Kanglung,2009,9,26.4,16.5,79,1.21,101.4
Kanglung,2009,10,24.4,13.9,77,1.23,115.6
Kanglung,2009,11,20.9,9.9,70,1.32,0.8
Kanglung,2009,12,17.7,7.1,71,0.94,1.6
Kanglung,2010,1,18.4516129,6.435483871,55.77419355,1.461290323,1.2
Kanglung,2010,2,19,6.767857143,67,1.364285714,5.6
Kanglung,2010,3,22.01612903,10.83870968,69.70967742,2.119354839,78.4
Kanglung,2010,4,23.94827586,13.5,73.4137931,2.213793103,96.6
Kanglung,2010,5,25.14516129,14.69354839,81.19354839,1.635483871,110.4
Kanglung,2010,6,26.21666667,16.58333333,85.1,1.44,279.4
Kanglung,2010,7,25.48387097,17.87096774,84,1.038709677,257.4
Kanglung,2010,8,27.09677419,18.09677419,82.19354839,0.8903225806,134
Kanglung,2010,9,26.03333333,16.83333333,82.13333333,0.8366666667,104.8
Kanglung,2010,10,23.62903226,13.72580645,76.80645161,1.535483871,72.2
Kanglung,2010,11,20.5,10.38333333,75,1.096666667,12.6
Kanglung,2010,12,17.72580645,6.580645161,61.16129032,1.667741935,0
Kanglung,2011,1,14.87096774,4.5,65.48387097,1.451612903,8.8
Kanglung,2011,2,19.30357143,7.303571429,61.10714286,1.535714286,20.4
Kanglung,2011,3,21.74193548,9.903225806,64.93548387,1.651612903,65.6
Kanglung,2011,4,23.85,11.68333333,68.76666667,1.953333333,79
Kanglung,2011,5,25.91935484,15.01612903,75.90322581,1.470967742,92.6
Kanglung,2011,6,27.68333333,17.3,80.73333333,0.95,169.6
Kanglung,2011,7,26.24193548,17.91935484,81.67741935,0.7161290323,137.2
Kanglung,2011,8,26.38709677,17.5483871,80.19354839,0.7487096774,227.6
Kanglung,2011,9,27.38333333,16.85,85.73333333,0.755,113.8
Kanglung,2011,10,25.82258065,13.19354839,67.87096774,1.220322581,2.6
Kanglung,2011,11,21.43333333,9.283333333,67.9,1.169333333,10.8
Kanglung,2011,12,18.06451613,7.209677419,62.4516129,0.6909677419,0
Kanglung,2012,1,15.09677419,3.951612903,59.35483871,0.9612903226,16.4
Kanglung,2012,2,19.12068966,6.310344828,52.48275862,1.134482759,18.8
Kanglung,2012,3,21.75806452,7.193548387,54.96774194,1.661290323,9
Kanglung,2012,4,24.26666667,10.2,68.7,1.893333333,250.4
Kanglung,2012,5,26.33870968,13.12903226,62.70967742,1.638709677,22.2
Kanglung,2012,6,26.65,15.6,82.56666667,0.6733333333,176.2
Kanglung,2012,7,26.82258065,15.93548387,83.61290323,0.4806451613,184.8
Kanglung,2012,8,27.91935484,15.82258065,80.77419355,0.5709677419,200.4
Kanglung,2012,9,26.2,14.55,79.96666667,0.6366666667,184.2
Kanglung,2012,10,24.41935484,10.40322581,72.29032258,1.158064516,13.8
Kanglung,2012,11,21.2,5.85,64.23333333,1.263333333,0
Kanglung,2012,12,18.32258065,4.225806452,65.74193548,1.183870968,0
Kanglung,2013,1,17.48387097,2.403225806,53.77419355,1.383870968,0
Kanglung,2013,2,21.53571429,5.589285714,56.46428571,1.778571429,59.4
Kanglung,2013,3,23.88709677,8.096774194,63.61290323,1.512903226,60.8
Kanglung,2013,4,24.11666667,9.95,69.23333333,1.396666667,119.6
Kanglung,2013,5,26.22580645,12.67741935,77.61290323,1.025806452,235.4
Kanglung,2013,6,28.56666667,15.53333333,78.6,0.5133333333,179.6
Kanglung,2013,7,28.03225806,15.87096774,81.29032258,0.535483871,214.8
Kanglung,2013,8,27.88709677,15.4516129,78.29032258,0.5290322581,222
Kanglung,2013,9,27.9,14.85,79.16666667,0.5533333333,150.2
Kanglung,2013,10,24.85483871,11.19354839,75.06451613,0.9612903226,116.6
Kanglung,2013,11,21.96666667,7.2,67.83333333,1.283333333,5
Kanglung,2013,12,17.80645161,4.419354839,71.90322581,0.7709677419,6.6
Kanglung,2014,1,18.33870968,3.516129032,65.22580645,1.025806452,8.8
Kanglung,2014,2,19.55357143,4.107142857,66.92857143,0.7928571429,13.4
Kanglung,2014,3,22.80645161,7.209677419,62.29032258,1.219354839,38.4
Kanglung,2014,4,26.48333333,10.11666667,67.56666667,1.513333333,18.4
Kanglung,2014,5,27.06451613,12.83870968,78,1.025806452,146.6
Kanglung,2014,6,28.68333333,15.53333333,83.2,0.52,183.8
Kanglung,2014,7,29.66129032,15.96774194,82,0.3870967742,111
Kanglung,2014,8,28.09677419,15.46774194,81.67741935,0.2935483871,168.6
Kanglung,2014,9,28.03333333,14.13333333,79.13333333,0.54,199.8
Kanglung,2014,10,26.77419355,10.27419355,71,1.038709677,1.6
Kanglung,2014,11,22.2,7.5,72.6,0.71,4
Kanglung,2014,12,19.93548387,5.338709677,67.70967742,1.025806452,4.4
Kanglung,2015,1,19.4516129,3.451612903,64.35483871,1.177419355,23.6
Kanglung,2015,2,21.19642857,4.464285714,62.96428571,0.9535714286,0
Kanglung,2015,3,25.69354839,8.209677419,59.74193548,0.9419354839,24.2
Kanglung,2015,4,25.8,9.1,72.3,1.146666667,133
Kanglung,2015,5,27.19354839,12.19354839,80.16129032,0.7548387097,102.2
Kanglung,2015,6,27.86666667,15.55,88.3,0.29,250.1
Kanglung,2015,7,28.87096774,15.96774194,86.67741935,0.3903225806,197
Kanglung,2015,8,27.91935484,15.83870968,90,0.235483871,248.6
Kanglung,2015,9,27.71666667,14.96666667,86.56666667,0.39,54
Kanglung,2015,10,26.17741935,10.77419355,74.4516129,0.9322580645,19.4
Kanglung,2015,11,22.4,7.366666667,71,0.9166666667,5.2
Kanglung,2015,12,18.32258065,3.548387097,74.12903226,0.5451612903,2
Kanglung,2016,1,17.83870968,2.467741935,74.87096774,0.6903225806,15.6
Kanglung,2016,2,20.51724138,5.5,77.68965517,0.5034482759,5.6
Kanglung,2016,3,24.27419355,8.548387097,75.96774194,0.9161290323,48.8
Kanglung,2016,4,26.71666667,10.53333333,75.96666667,1.07,150.8
Kanglung,2016,5,26.98387097,12.46774194,79.90322581,0.864516129,110.6
Kanglung,2016,6,29.33333333,15.11666667,82.03333333,0.48,131.4
Kanglung,2016,7,27.24193548,15.9516129,88.90322581,0.4096774194,287.4
Kanglung,2016,8,30.24193548,15.96774194,83.77419355,0.5838709677,119.6
Kanglung,2016,9,28.66666667,14.6,88.43333333,0.3,89.6
Kanglung,2016,10,26.69354839,11.90322581,67.35483871,0.864516129,73.2
Kanglung,2016,11,23.75,7.05,56.2,1.02,0
Kanglung,2016,12,20.90322581,5.322580645,62.77419355,1.019354839,1.2
Kanglung,2017,1,18.67741935,2.838709677,58.61290323,1.093548387,6.6
Kanglung,2017,2,20.19642857,5.107142857,64.96428571,0.8428571429,12.5
Kanglung,2017,3,21.4516129,5.741935484,68.90322581,0.8718387097,55.4
Kanglung,2017,4,25.61666667,10.5,68.6,0.9948,75
Kanglung,2017,5,26.85483871,12.69354839,73.09677419,0.8096774194,115.4
Kanglung,2017,6,28.01666667,15.3,83.66666667,0.4533333333,152.2
Kanglung,2017,7,27.62903226,16,87.48387097,0.3129032258,210
Kanglung,2017,8,27.27419355,15.98387097,86.29032258,0.4,225.8
Kanglung,2017,9,27.11666667,15.13333333,88,0.2633333333,231.2
Kanglung,2017,10,25.90322581,12.16129032,78.77419355,0.6548387097,37.5
Kanglung,2017,11,21.93333333,6.416666667,66,0.9,0.8
Kanglung,2017,12,19.93548387,5.35483871,71.64516129,0.9677419355,0
Kanglung,2018,1,17.06451613,2.790322581,74.22580645,0.6870967742,0
Kanglung,2018,2,18.39285714,4.732142857,76.17857143,0.8035714286,2.8
Kanglung,2018,3,22.60322581,7.903225806,71.96774194,1.306451613,69.2
Kanglung,2018,4,25.95,9.766666667,70.36666667,1.052333333,46.7
Kanglung,2018,5,26.5483871,12.38709677,80.64516129,0.6609677419,77.2
Kanglung,2018,6,28.625,15.51785714,83.92857143,0.6318214286,196.8
Kanglung,2018,7,29.06451613,16.08064516,88.09677419,0.4320645161,166.7
Kanglung,2018,8,28.80645161,15.85483871,86.64516129,0.3846774194,154.4
Kanglung,2018,9,26.51666667,14.81666667,86.03333333,0.3332333333,113.2
Kanglung,2018,10,24.81666667,9.6,71.66666667,0.3543,4.8
Kanglung,2018,11,20.88333333,6.216666667,67.7,0.5458666667,2.2
Kanglung,2018,12,18.19354839,3.241935484,62.25806452,0.6555483871,21.6
Kanglung,2019,1,18.82258065,2.709677419,56.48387097,0.8122580645,0.2
Kanglung,2019,2,18.32142857,3.678571429,72.03571429,0.5275,47
Kanglung,2019,3,21.08064516,6.290322581,69.25806452,0.6383870968,44.2
Kanglung,2019,4,23.8,10.36666667,77,0.2486666667,86.6
Kanglung,2019,5,24.20967742,13.08064516,86.38709677,0.2503225806,174.4
Kanglung,2019,6,26.11666667,15.76666667,83.8,0.1453333333,108.7
Kanglung,2019,7,23.70967742,16.25806452,89.38709677,0.1096774194,522.6
Kanglung,2019,8,26.09677419,16.90322581,85.64516129,0.1432258065,89
Kanglung,2019,9,24.83333333,15.36666667,86.53333333,0.1233333333,126.2
Kanglung,2019,10,22.77419355,11.72580645,78.09677419,0.09548387097,19
Kanglung,2019,11,21.46666667,9.3,78,0.06566666667,0
Kanglung,2019,12,16.38709677,3.129032258,69.96774194,0.1648387097,1.2
Kanglung,2020,1,15.32258065,2.467741935,73.5483871,0.1093548387,9.8
Kanglung,2020,2,17.06896552,3.827586207,70.65517241,0.1344827586,20.4
Kanglung,2020,3,20.79032258,7.435483871,74.58064516,0.1919354839,45.8
Kanglung,2020,4,22.03333333,9.466666667,79.9,0.3213333333,133.8
Kanglung,2020,5,22.16129032,12.20967742,83.64516129,0.1903225806,347.2
Kanglung,2020,6,24.03333333,15.58333333,89.33333333,0.05,148.2
Kanglung,2020,7,22.46774194,16.06451613,90.96774194,0.02677419355,317.2
Kanglung,2020,8,24.67741935,16.5483871,88.22580645,0.05064516129,120.6
Kanglung,2020,9,22.51666667,15.63333333,88.76666667,0.03233333333,144.2
Kanglung,2020,10,24.33870968,13.08064516,75.90322581,0.06258064516,35.2
Kanglung,2020,11,21.2,7.6,64.36666667,0.2003333333,19.2
Kanglung,2020,12,16.60645161,4.290322581,72.74193548,0.08677419355,6.8
Kanglung,2021,1,15,3.85483871,76.19354839,0.1038709677,2.8
Kanglung,2021,2,18.60714286,5.089285714,68.25,0.22,7.6
Kanglung,2021,3,20.61666667,8.096774194,73.83870968,0.2193548387,63.5
Kanglung,2021,4,23.7,9.933333333,62.6,0.3566666667,55
Kanglung,2021,5,22.35483871,12.66129032,84.58064516,0.1180645161,132.6
Kanglung,2021,6,24.15,15.46666667,88.53333333,0.08166666667,95.2
Kanglung,2021,7,23.70967742,15.93548387,90.58064516,0.02516129032,190.6
Kanglung,2021,8,23.80645161,16.38709677,90.87096774,0.02258064516,248.2
Kanglung,2021,9,25.75862069,15.22413793,86.5862069,0.01620689655,56.8
Kanglung,2021,10,23.53225806,12.9516129,80.35483871,0.04129032258,178
Kanglung,2021,11,19.23333333,7.266666667,77.93333333,0.24,5.4
Kanglung,2021,12,17.19354839,4.5,78.16129032,0.4348387097,19.6
Mongar,2000,1,16.2,5.5,73,0.23,1.8
Mongar,2000,2,16.9,5.4,68,0.34,0
Mongar,2000,3,20.2,9.7,77,0.53,10
Mongar,2000,4,24.9,15.1,80,0.57,95.4
Mongar,2000,5,27.4,17.1,83,0.34,84.4
Mongar,2000,6,28,18.9,86,0.2,197
Mongar,2000,7,27.4,18.5,87,0.13,118.2
Mongar,2000,8,27.2,18,88,0.22,209.4
Mongar,2000,9,27.2,16.4,86,0.15,74.4
Mongar,2000,10,26.5,14.1,79,0.14,0
Mongar,2000,11,21,9.9,74,0.15,0
Mongar,2000,12,18.2,6.8,70,0.25,0
Mongar,2001,1,16.7,6.9,73,0.13,0
Mongar,2001,2,19.7,9.3,75,0.25,20
Mongar,2001,3,22.9,12.6,77,0.71,27.8
Mongar,2001,4,25.3,17,74,0.63,109.8
Mongar,2001,5,25.9,17.2,79,0.18,115.8
Mongar,2001,6,28.8,21.6,84,0.2,124.8
Mongar,2001,7,28.5,20.5,85,0.2,111.6
Mongar,2001,8,28.5,19.1,83,0.15,54
Mongar,2001,9,27.5,17.5,85,0.11,40
Mongar,2001,10,24.4,14.7,80,0.17,87.4
Mongar,2001,11,22,11,73,0.14,0
Mongar,2001,12,18.5,8.2,69,0.14,0
Mongar,2002,1,17,6.8,72,0.12,0
Mongar,2002,2,20.3,9.3,71,0.34,0
Mongar,2002,3,23.3,11.8,70,0.58,24.6
Mongar,2002,4,24.7,12.2,76,0.45,123.6
Mongar,2002,5,26.8,14.9,77,0.31,54.2
Mongar,2002,6,27.7,17.6,87,0.1,157.6
Mongar,2002,7,27.7,18.1,90,0.1,241.4
Mongar,2002,8,27.7,17.9,84,0.1,302.6
Mongar,2002,9,27.5,16.7,81,0.12,86.4
Mongar,2002,10,25.1,13.4,72,0.1,18
Mongar,2002,11,22.3,10.4,65,0.1,0
Mongar,2002,12,19.1,8,66,0.25,0
Mongar,2003,1,17.1,5.5,64,0.02,12.6
Mongar,2003,2,18.1,6.6,73,0.04,9.4
Mongar,2003,3,21.8,10.7,70,0.07,67.4
Mongar,2003,4,23,12.7,80,0.06,94.6
Mongar,2003,5,23.9,14.5,78,0.1,52.2
Mongar,2003,6,25.9,16.9,84,0.1,111
Mongar,2003,7,26.1,18,89,0.1,206.4
Mongar,2003,8,27.4,18.5,86,0.1,94.6
Mongar,2003,9,26,17.5,87,0.1,84.4
Mongar,2003,10,23.4,14.8,82,0.1,64
Mongar,2003,11,19.6,10.2,77,0.1,6.4
Mongar,2003,12,16.6,7.6,77,0.1,20
Mongar,2004,1,15.4,5.4,75,0.23,9.8
Mongar,2004,2,19,6.8,75,0.21,0
Mongar,2004,3,22.2,11.8,74,0.19,18.4
Mongar,2004,4,21.5,12.8,84,0.02,79.6
Mongar,2004,5,23.4,15.8,85,0.28,103.2
Mongar,2004,6,25.8,17.2,86,0.19,73.6
Mongar,2004,7,24.4,17.8,91,0.18,336.4
Mongar,2004,8,28.9,18.6,86,0.3,6.4
Mongar,2004,9,25.9,17.4,91,0.35,29.2
Mongar,2004,10,23.9,13.7,81,0.36,136.4
Mongar,2004,11,20.4,8.9,71,0.25,2.6
Mongar,2004,12,16.7,6.4,69,0.28,0
Mongar,2005,1,14.4,4.8,76,0.21,17
Mongar,2005,2,16.2,6.8,77,0.31,12.8
Mongar,2005,3,20.4,10.7,72,0.49,43.2
Mongar,2005,4,22.1,12.9,71,0.86,151
Mongar,2005,5,23.1,14.6,74,0.46,105
Mongar,2005,6,26.2,17.4,74,0.37,77.4
Mongar,2005,7,26.1,18.6,87,0.27,188
Mongar,2005,8,26.9,18.7,86,0.24,104.2
Mongar,2005,9,27,17.9,81,0.24,50.8
Mongar,2005,10,22.4,13.5,84,0.22,223.4
Mongar,2005,11,19.7,9.6,80,0.18,5.2
Mongar,2005,12,17.1,6.8,77,0.19,0
Mongar,2006,1,15.3,6.5,80,0.32,0
Mongar,2006,2,18,8.3,75,0.4,0
Mongar,2006,3,19.6,9.8,66,0.65,36
Mongar,2006,4,24.3,11.8,62,0.63,128.2
Mongar,2006,5,24.9,15.5,59,0.46,66.8
Mongar,2006,6,26.1,16.2,72,0.27,92.6
Mongar,2006,7,28.5,17.6,68,0.35,129.4
Mongar,2006,8,30.4,16.8,70,0.39,80.2
Mongar,2006,9,26.2,15.6,83,0.27,149.7
Mongar,2006,10,25.7,11.9,67,0.4,14.6
Mongar,2006,11,20.6,8.4,68,0.33,22.6
Mongar,2006,12,18.5,5.9,69,0.32,4.8
Mongar,2007,1,17.6,5.1,71,0.04,0
Mongar,2007,2,18.4,4.7,78,0.01,82.6
Mongar,2007,3,22.3,8.4,71,1.05,32
Mongar,2007,4,23.4,12,75,0.95,85.2
Mongar,2007,5,27.3,15.2,70,1.02,44
Mongar,2007,6,26.4,16.2,82,0.83,111.6
Mongar,2007,7,26.6,16.8,88,0.55,236.4
Mongar,2007,8,28.2,17.1,83,0.65,131.2
Mongar,2007,9,26,16,82,0.56,194.4
Mongar,2007,10,24.7,13.4,76,0.57,105.8
Mongar,2007,11,21.8,8.9,65,0.71,3.2
Mongar,2007,12,17.9,5.5,66,0.69,2.8
Mongar,2008,1,16,4.1,72,0.75,28.2
Mongar,2008,2,17.4,3.8,68,0.94,14.4
Mongar,2008,3,21.9,8.8,74,1.05,53.4
Mongar,2008,4,22.7,12.1,75,1.16,71
Mongar,2008,5,25.2,14.1,77,0.94,51.6
Mongar,2008,6,26.8,16.2,86,0.67,132.5
Mongar,2008,7,28.3,16.7,84,0.63,125
Mongar,2008,8,26.7,16.5,88,0.47,251.8
Mongar,2008,9,27.7,15.6,81,0.5,44.8
Mongar,2008,10,26.4,12,66,0.72,172
Mongar,2008,11,21.7,9,60,0.65,0
Mongar,2008,12,19.3,6.7,73,0.53,0
Mongar,2009,1,18.3,5.8,70,0.63,0
Mongar,2009,2,21.7,6.9,68,1,0
Mongar,2009,3,23.6,8.7,57,1.07,18
Mongar,2009,4,24.9,12.8,75,1.02,39.4
Mongar,2009,5,26,14.1,70,1.04,199.8
Mongar,2009,6,27,17,81,0.82,78.6
Mongar,2009,7,26.9,17.9,85,0.66,160.6
Mongar,2009,8,26.2,17.8,87,0.57,228
Mongar,2009,9,27.3,16.9,77,0.66,38.4
Mongar,2009,10,24.4,13.7,69,0.61,95.6
Mongar,2009,11,20.6,10,68,0.64,0
Mongar,2009,12,17.4,7.2,73,0.59,3.6
Mongar,2010,1,17.98387097,6.709677419,54.87096774,0.8129032258,0
Mongar,2010,2,18.16071429,5.678571429,67.60714286,1.017857143,3.2
Mongar,2010,3,20.64516129,11.20967742,64.16129032,1.116129032,61
Mongar,2010,4,23.61666667,13.4,75.53333333,1.243333333,58.6
Mongar,2010,5,22.01612903,10,81.12903226,0.9225806452,133.2
Mongar,2010,6,25.1,14.71666667,84.9,0.7448275862,223.6
Mongar,2010,7,24,15.58064516,90.29032258,0.5709677419,268.4
Mongar,2010,8,25.17741935,15.90322581,86.90322581,0.535483871,81.4
Mongar,2010,9,23.98333333,14.71666667,87.6,0.4733333333,99.9
Mongar,2010,10,21.82258065,12.11290323,76.93548387,0.5322580645,52.3
Mongar,2010,11,20.33333333,9.7,75.13333333,0.5566666667,4
Mongar,2010,12,17.48387097,5.048387097,60.09677419,0.6387096774,1
Mongar,2011,1,15.16129032,3.048387097,67.96774194,0.6661290323,1
Mongar,2011,2,19.375,6.107142857,65.82142857,0.8896428571,23.2
Mongar,2011,3,22.43548387,9.322580645,63,1.174516129,17.2
Mongar,2011,4,23.78333333,11.1,67.53333333,1.16,75
Mongar,2011,5,25.5,14.74193548,74.19354839,0.8693548387,37.6
Mongar,2011,6,27.41666667,16.93333333,80.16666667,0.6946666667,129.4
Mongar,2011,7,25.24193548,17.25806452,91.29032258,0.4741935484,147
Mongar,2011,8,27.14516129,18.77419355,84.96774194,0.5209677419,161.4
Mongar,2011,9,28.06666667,20.2,81.66666667,0.733,92.8
Mongar,2011,10,26.77419355,17,69.77419355,0.8432258065,0
Mongar,2011,11,22.1,13.61666667,64.16666667,0.7123333333,7.2
Mongar,2011,12,20.32258065,11.14516129,68.16129032,0.7603225806,3.4
Mongar,2012,1,18.06451613,8.5,68.32258065,0.8483870968,14.2
Mongar,2012,2,21.62068966,11.05172414,74.24137931,1.1,9.6
Mongar,2012,3,22.9516129,11.93548387,70.51612903,1.348387097,7.6
Mongar,2012,4,23.33333333,13.16666667,75.73333333,1.303333333,87
Mongar,2012,5,26.56666667,17.03333333,69.5483871,1.193548387,30.7
Mongar,2012,6,25.53333333,19.35,84,0.78,219
Mongar,2012,7,25.9516129,18.27419355,86.70967742,0.6612903226,210.4
Mongar,2012,8,26.91935484,18.25806452,81.77419355,0.7516129032,154.6
Mongar,2012,9,24.91666667,17.11666667,85.6,0.5966666667,253.4
Mongar,2012,10,22.91935484,12.48387097,72.25806452,0.7258064516,9.4
Mongar,2012,11,20.33333333,8.266666667,62.7,0.7133333333,0
Mongar,2012,12,18.03225806,6.725806452,69.38709677,0.7032258065,0
Mongar,2013,1,16.85483871,5.129032258,63.35483871,0.8516129032,2.8
Mongar,2013,2,22.19642857,8,61,1.003571429,39.6
Mongar,2013,3,22.20967742,10.75806452,64.70967742,1.193548387,51
Mongar,2013,4,22.82758621,12.56896552,74.06896552,0.9379310345,103.6
Mongar,2013,5,24.74193548,15.27419355,80.16129032,0.9225806452,222.4
Mongar,2013,6,26.91666667,18.2,81.93333333,0.7379310345,156
Mongar,2013,7,25.75806452,18.12903226,86.35483871,0.6483870968,108.6
Mongar,2013,8,26.5,17.77419355,82.93548387,0.6290322581,224.8
Mongar,2013,9,26.16666667,17.03333333,85,0.5933333333,174.8
Mongar,2013,10,23.61290323,13.69354839,76.25806452,0.6225806452,95
Mongar,2013,11,21.38333333,9.166666667,63.13333333,0.6466666667,3.2
Mongar,2013,12,16.82258065,6.903225806,70.80645161,0.5935483871,3.6
Mongar,2014,1,17.77419355,5.790322581,67.77419355,0.7064516129,1
Mongar,2014,2,19.71428571,6.767857143,69.60714286,0.85,7
Mongar,2014,3,22.98387097,9.64516129,64.38709677,1.029032258,11.6
Mongar,2014,4,25.8,12.13333333,60.36666667,1.083333333,51.8
Mongar,2014,5,26.17741935,15.5483871,76.93548387,0.864516129,95.6
Mongar,2014,6,27.33333333,17.7,83.63333333,0.6166666667,184.2
